Removed Pin From Net: NetName=GND Pin=C68-1
Removed Pin From Net: NetName=NetC67_1 Pin=C68-2
Removed Pin From Net: NetName=NetL3_1 Pin=U14-2
Removed Pin From Net: NetName=NetC72_1 Pin=U14-12
Change Component Footprint: Designator=C68 Old Footprint=CAPC3216X110X50LL20T25 New Footprint=FP-1210-L_3_2_0_3-W_2_5_0-IPC_B
Change Component Footprint: Designator=R85 Old Footprint=FP-FCSL90-R001-MFG New Footprint=FP-KRL6432E-MFG
Change Component Footprint: Designator=L3 Old Footprint=WE-HCI_7040 New Footprint=WE-HCI_1890
Change Component Comment : Designator=L3 Old Comment=744311100 New Comment=74435561100
Change Component Comment : Designator=C68 Old Comment=C1206C105K5RACTU New Comment=HMK325B7105KN-T
Change Component Comment : Designator=R85 Old Comment=FCSL90R001JER New Comment=KRL6432E-M-R002-G-T1
Change Managed Component Library Link : Designator=C68 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=E8BB9374-CAD9-4083-B39E-D35CF9CECC3E New ItemGUID=BEF90E56-C0F5-4FAF-9FCF-9D3FD8057002 Old RevisionGUID=21161082-042B-4F80-836A-E02CD4D168BC New RevisionGUID=8F35A735-D7C6-4DD0-A8BF-CD1668F9F3F0
Change Managed Component Library Link : Designator=L3 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=5C67B1AF-F6B4-4095-9A8F-758C824623DC New ItemGUID=24EA3A32-F367-48FE-BEF6-2F45C4541429 Old RevisionGUID=169FD3D4-80FB-409E-B7A0-20545E757366 New RevisionGUID=B41071EA-71E7-4783-BA89-7BB57C1E6133
Change Managed Component Library Link : Designator=R85 Old VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 New VaultGUID=B7D15EC3-160A-466F-A46C-7801FE6295A7 Old ItemGUID=14719D4C-EF68-40E4-AF26-96BD5800AE80 New ItemGUID=E2583FD2-C937-4692-9996-B975125B3ACD Old RevisionGUID=E31F1552-0B36-4259-913C-B80BC1837032 New RevisionGUID=E4E589AC-D68B-495C-8464-D3D30E27576A
Change component parameters: Designator = "C68" ("C68"); Footprint = "CAPC3216X110X50LL20T25"; UniqueID = "\QZWAWIOR\OBFTSPTE" ("\QZWAWIOR\OBFTSPTE")
Add component (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C81(FP-0402-L_1_0_0_05-W_0_5-IPC_A)
Add component (AddParameter): Name = "Capacitor Type"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C82(FP-0402-L_1_0_0_05-W_0_5-IPC_A)
Add component (AddParameter): Name = "Capacitor Type"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C83(FP-C0805C-DN-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.47 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 0.47UF 50V 10% X7R 0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.88mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC200125X78"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "KEMET"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "C0805C474K5RACTU"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "0805 C 470nF Ceramic Multilayer Capacitor, 50 VDC, +125degC, X7R Dielec, +/-10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/c0805c474k5ractu-kemet-144543"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "C0805C-DN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "30ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0.1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.47 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50 V"; VariantName = "[No Variations]"
Added Component: Designator=C84(FP-C0805C-DN-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "0.47 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 0.47UF 50V 10% X7R 0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.88mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC200125X78"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "KEMET"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "C0805C474K5RACTU"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "0805 C 470nF Ceramic Multilayer Capacitor, 50 VDC, +125degC, X7R Dielec, +/-10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/c0805c474k5ractu-kemet-144543"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "C0805C-DN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "30ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0.1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "0.47 µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50 V"; VariantName = "[No Variations]"
Added Component: Designator=C85(FP-0805-L_2_01_0_2-W_1_25-IPC_C)
Add component (AddParameter): Name = "Capacitance"; Value = "1nF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Imperial)"; Value = "0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Metric)"; Value = "2012"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Contact Plating"; Value = "Tin"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = "1.25mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dissipation Factor"; Value = "2.5%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.94mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Insulation Resistance"; Value = "100GR"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Lead Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "2.01mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mount"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Number of Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package Quantity"; Value = "1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Packaging"; Value = "Tape and Reel"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Radiation Hardening"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "REACH SVHC"; Value = "No SVHC"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Termination"; Value = "SMD/SMT"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Thickness"; Value = "0.037inch"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "10%"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating (DC)"; Value = "50V"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Width"; Value = "1.25mm"; VariantName = "[No Variations]"
Added Component: Designator=C86(FP-C0805C-DN-MFG)
Add component (AddParameter): Name = "Automotive"; Value = "No"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Capacitance"; Value = "10,000 pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Category"; Value = "Cap"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2Description"; Value = "Datasheet"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "ComponentLink2URL"; Value = "https://content.kemet.com/datasheets/KEM_C1003_C0G_SMD.pdf"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L1"; Value = "Passive Components"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L2"; Value = "Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Device Class L3"; Value = "Ceramic Capacitors"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Digikey Description"; Value = "CAP CER 10000PF 200V X7R 0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "0.88mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Ipc Land Pattern Name"; Value = "CAPC200125X78"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Lead Free"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer"; Value = "KEMET"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Manufacturer Part Number"; Value = "C0805C103K2RACTU"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Material"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mouser Description"; Value = "KEMET - C0805C103K2RACTU - CAP, MLCC, X7R, 10NF, 200V, 0805"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Octopart"; Value = "https://octopart.com/c0805c103k2ractu-kemet-9138347"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Package"; Value = "C0805C-DN"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS"; Value = "TRUE"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature"; Value = "-55°C to +125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Characteristic"; Value = "X7R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Coefficient"; Value = "30ppm/°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range High"; Value = "+125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Temperature Range Low"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = "0.1"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "10,000 pF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = "200 V"; VariantName = "[No Variations]"
Added Component: Designator=C87(FP-0402-L_1_0_0_05-W_0_5-IPC_A)
Add component (AddParameter): Name = "Capacitor Type"; Value = "Ceramic"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "0402"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "85°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = "Surface Mount"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C88(MAL215099913E3-Footprint-1)
Add component (AddParameter): Name = "Capacitor Type"; Value = "Aluminium"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "7171"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "105°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-40°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Mounting Technology"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Pins"; Value = "2"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "RoHS Compliant"; Value = "Yes"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Tolerance"; Value = ""; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Value"; Value = "470µF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Voltage Rating"; Value = ""; VariantName = "[No Variations]"
Added Component: Designator=C89(FP-1210-L_3_2_0_3-W_2_5_0-IPC_B)
Add component (AddParameter): Name = "Capacitance"; Value = "1uF"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Imperial)"; Value = "1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case Code (Metric)"; Value = "3225"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Case/Package"; Value = "1210"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Construction"; Value = "Flat"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Depth"; Value = "2.5mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Dielectric"; Value = "X5R"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Halogen Free"; Value = "Halogen Free"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Height"; Value = "1.9mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Length"; Value = "3.2mm"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Max Operating Temperature"; Value = "125°C"; VariantName = "[No Variations]"
Add component (AddParameter): Name = "Min Operating Temperature"; Value = "-55°C"; VariantName = "[No Variations]"
